"Weeks","a","b","R2","RMSE","Fieldname","Approach"
1,66.395846079357,-0.326734061469466,0.0424427975348309,7.79111692422879,"SSF_202","2a"
2,65.9370395885836,-0.309604837598366,0.0433879652328146,7.78754905725004,"SSF_202","2a"
4,68.6272050712311,-0.325447117679525,0.028252966745882,7.89414446372646,"SSF_202","2a"
5,57.5784757669746,0.0623001116119969,0.000873381408349001,7.96430545320182,"SSF_202","2a"
6,44.8064697432776,0.393721605506381,0.0245970846078757,7.88657652827369,"SSF_202","2a"
7,30.8656044718675,0.80232872717036,0.065232903119537,7.66960169007956,"SSF_202","2a"
8,34.1971706425252,0.639261237445839,0.0195417519804043,7.86524570482589,"SSF_202","2a"
9,16.8118858492289,1.43575357964722,0.0710104247223144,7.6611068433513,"SSF_202","2a"
10,23.659664179763,1.08017851289915,0.0171793931470224,7.89392581333606,"SSF_202","2a"
11,43.2726402963291,0.377294320072682,0.00362121152017166,7.94343756018971,"SSF_202","2a"
12,7.34578117459932,2.43675628931633,0.07635417200284,7.66082452823956,"SSF_202","2a"
13,16.8195183439655,1.48136816766397,0.0350317925115175,7.82251124595273,"SSF_202","2a"
14,35.4060846647401,0.631514892687925,0.0137626608148153,7.8780387071449,"SSF_202","2a"
1,94.1801727175211,-1.06597455915855,0.0535092326347777,8.96398754865871,"SSF_66","2a"
2,78.1603318570741,-0.314763590993262,0.0229751094517504,9.05149291745475,"SSF_66","2a"
3,93.6779827974182,-0.838221156519613,0.0394186172106865,8.93184222922021,"SSF_66","2a"
4,60.1417495876078,0.19193975228183,0.0069789698558991,9.04565259854779,"SSF_66","2a"
5,32.8706711008524,0.870652550364651,0.0832083247321627,8.81415249787627,"SSF_66","2a"
6,25.9565948209403,1.13967465022908,0.0859844301599707,8.82380761456398,"SSF_66","2a"
7,19.3784036784864,1.39947947391292,0.0695426776490093,8.89792434231471,"SSF_66","2a"
8,10.4820761633164,2.06214480297939,0.0914589782051087,8.78044418162849,"SSF_66","2a"
9,11.7693363341239,1.9323479135455,0.0853657700854042,8.79035308806037,"SSF_66","2a"
10,15.2324007336145,1.67861164540102,0.0726703617518537,8.86871796221638,"SSF_66","2a"
11,8.77400673743999,2.29243381525427,0.0786397828154123,8.82143072144181,"SSF_66","2a"
12,9.9195612639314,2.14554168195963,0.0717088796669355,8.86410326387111,"SSF_66","2a"
13,23.6167474007679,1.19538457618782,0.0603933180400222,8.82975413486425,"SSF_66","2a"
1,15.2256174088183,-0.626864123894325,0.00450656137386482,2.57266163181838,"DMD_GH1","2b"
2,25.2025090800777,-2.01328221330104,0.0393478375232572,2.50194913974634,"DMD_GH1","2b"
3,17.971130698562,-1.00424932861919,0.0187728744241714,2.49391273152907,"DMD_GH1","2b"
4,3.39036228414865,3.31463182878119,0.254094204719356,3.39547255940711,"DMD_GH1","2b"
5,5.63395257339831,1.75493524008163,0.54807403859702,2.31108084051943,"DMD_GH1","2b"
6,5.39852190756762,1.40582480134725,0.616924676960095,1.86954884374986,"DMD_GH1","2b"
7,4.29575750984312,1.48763911995722,0.568961112497612,1.69442198281537,"DMD_GH1","2b"
8,2.24050256349107,2.07315105004549,0.395068003255,1.76106430477132,"DMD_GH1","2b"
9,1.32293830595904,2.58555220162961,0.28296378416631,1.95804909617688,"DMD_GH1","2b"
10,0.227754525505366,4.61633148263145,0.237149809614307,2.04541208405718,"DMD_GH1","2b"
12,2.47639639097493,1.84089503642806,0.0316997278039025,2.48154789873677,"DMD_GH1","2b"
13,0.0056468057397052,8.83574921709634,0.471413423036361,1.75873521549975,"DMD_GH1","2b"
14,0.0279330643931472,7.22730144060718,0.388208191280185,1.90190601181071,"DMD_GH1","2b"
1,86.1967292412863,-1.16685945260074,0.0623070561652511,11.150590377875,"PSF_111","2b"
2,102.42297605345,-1.53921841510788,0.0714878409747872,10.8904072261275,"PSF_111","2b"
3,94.4027394736936,-1.3472666092293,0.0930182024635807,10.7350173309557,"PSF_111","2b"
4,110.806078815044,-1.55559400974683,0.0452372911453532,11.3499751837545,"PSF_111","2b"
5,19.8919101474512,2.27846196699083,0.228145585935196,12.2577400533267,"PSF_111","2b"
6,11.4570562686904,2.36302418832374,0.362166537769909,10.4755584803204,"PSF_111","2b"
7,10.729660269048,2.2619840217563,0.410841142093826,9.47028937749578,"PSF_111","2b"
8,0.449022736099596,5.70453114814128,0.331071274167408,9.48814382564827,"PSF_111","2b"
9,0.00752193186782351,10.193179581323,0.333810062793185,9.59518938355114,"PSF_111","2b"
10,0.00667461304382029,10.4141179789001,0.192974872872163,11.2969815124584,"PSF_111","2b"
11,0.00320417901725342,11.2285703741136,0.229527567967325,9.67215838428498,"PSF_111","2b"
12,0.0187062385401069,9.2829870580463,0.141046588961194,10.5958554093907,"PSF_111","2b"
13,0.0228366061513583,9.07932303355564,0.193769137031024,9.88621341079302,"PSF_111","2b"
14,10.5047919110838,2.07028379838373,0.095274061917077,10.7008777327702,"PSF_111","2b"
1,313.043262479624,-5.88048283649735,0.171023904196718,18.4068200767049,"PSF_12","2b"
2,234.750738089243,-4.86290819397457,0.103033739920681,19.0435676770061,"PSF_12","2b"
3,335.823004930652,-5.49614113145682,0.255484354558871,16.021331794318,"PSF_12","2b"
4,142.745786006165,-3.20471211801771,0.0906598340945967,18.6053111678617,"PSF_12","2b"
5,4.90082568907416,5.91879142340976,0.346141691823427,17.971564207633,"PSF_12","2b"
6,6.37420621719063,3.50573768412142,0.577809769899843,13.8850203844579,"PSF_12","2b"
7,8.09705766966513,2.78012729279674,0.687467711466453,11.104194625301,"PSF_12","2b"
8,3.93460980666922,3.18123401687033,0.622322723779848,10.0424755593067,"PSF_12","2b"
9,2.56375786081466,3.56651356426348,0.604878408550606,10.5119039972061,"PSF_12","2b"
10,1.16819987193141,4.43406496860233,0.595861160182253,10.9864683829307,"PSF_12","2b"
11,1.11333727563645,4.48123284528389,0.592468809728939,11.2672444129902,"PSF_12","2b"
12,0.0844088596638953,7.43072818153652,0.570400202952135,11.3183473339192,"PSF_12","2b"
13,0.0453604060384344,8.20734043854684,0.580609751691583,11.5412175109656,"PSF_12","2b"
14,0.00457957006108419,10.9414257897079,0.523174250188132,12.2418473231579,"PSF_12","2b"
1,5.82368927059758,2.18728068830936,0.0155833861755136,1.83835552968006,"SLS_ABH","2b"
2,11.843784443358,-0.435116427679831,0.000957705058560434,1.72412961559179,"SLS_ABH","2b"
3,37.0499962421895,-3.22813446837466,0.244429572875259,1.55641219854702,"SLS_ABH","2b"
4,6.35709633793009,1.32119149044502,0.0245903255991325,1.87374701560391,"SLS_ABH","2b"
5,3.29900414654176,2.64128492700403,0.555867811196368,1.70487174633645,"SLS_ABH","2b"
6,3.91608696036806,1.73601438630123,0.535040869597021,1.49560740678438,"SLS_ABH","2b"
7,2.57606662519745,1.97126538032058,0.649685190315858,1.22886704256836,"SLS_ABH","2b"
8,0.395971096517454,3.92977406370195,0.496600925344929,1.14499650869869,"SLS_ABH","2b"
9,0.2136193391683,4.54942630397299,0.389122340167986,1.29963080899438,"SLS_ABH","2b"
10,0.0313921461850588,6.72633777003314,0.370314372817204,1.31435994122705,"SLS_ABH","2b"
11,0.0780291027901833,5.74451581876102,0.255887566801756,1.46184433220199,"SLS_ABH","2b"
12,0.0190450430251719,7.40208952666908,0.382323176182387,1.31795750201735,"SLS_ABH","2b"
13,0.0132539070720764,7.83475389476747,0.291246519149181,1.4555848302133,"SLS_ABH","2b"
14,0.198851076606384,4.81281284199047,0.139550092094679,1.66175710480765,"SLS_ABH","2b"
1,4.51440063835121,3.70513772294514,0.109250651858601,1.22732779331662,"SLS_NS","2b"
2,12.2778482045796,-0.0740063198738449,0.000343911569285762,1.20604540651598,"SLS_NS","2b"
3,14.4385617300398,-0.497531105034986,0.051342645882733,1.17396955847503,"SLS_NS","2b"
4,10.5949438055237,0.321272489509992,0.0164903848164944,1.19150748012956,"SLS_NS","2b"
5,6.31165739637083,1.23565785325786,0.250188612268034,1.14854617422166,"SLS_NS","2b"
6,5.6775258048616,1.17218134409541,0.33265216486916,1.09279901942454,"SLS_NS","2b"
7,2.37106588521506,2.11062059575321,0.418066508896081,1.11568186542393,"SLS_NS","2b"
8,0.442859134931933,3.88947384345497,0.272101629389827,1.04694052922336,"SLS_NS","2b"
9,0.540426605088671,3.58945727588124,0.162449338527738,1.10585514228446,"SLS_NS","2b"
10,0.860633520987503,3.02724016322399,0.0664534513971845,1.13943765242679,"SLS_NS","2b"
11,0.617626857878461,3.43651305248295,0.0387300307752652,1.15274618496277,"SLS_NS","2b"
12,0.0398820206782442,6.59530822214531,0.242614568482232,1.03365839143898,"SLS_NS","2b"
13,0.176377464378709,4.90726760631367,0.229842511928014,1.10018785939772,"SLS_NS","2b"
14,1.03981603695963,3.00659733480084,0.226332454314826,1.18206151531987,"SLS_NS","2b"
1,114.106759465089,-1.82438694366007,0.176925658612154,9.1920065751906,"SSF_121","2b"
2,112.248990218695,-1.68034618351743,0.171946966701569,9.44305122220338,"SSF_121","2b"
3,111.466332613352,-1.28440774838521,0.335789828160153,8.34849214223507,"SSF_121","2b"
4,125.37042014694,-1.66715167852097,0.185318398577249,9.44334784039589,"SSF_121","2b"
5,37.056465979187,0.982025697583367,0.145767308624009,9.80864536579642,"SSF_121","2b"
6,16.0877175821887,1.92565217801946,0.492021959985055,7.38275760613143,"SSF_121","2b"
7,8.51652443752308,2.5299727219443,0.495147811106612,7.26291445462095,"SSF_121","2b"
8,1.88511634527205,4.07467716934396,0.313051932667444,8.04059885082119,"SSF_121","2b"
9,0.141055341094018,6.94535694697047,0.426667752341448,7.92519322943441,"SSF_121","2b"
10,0.590028219762225,5.30190382248437,0.28551761731205,8.94518427390999,"SSF_121","2b"
11,0.140958072641221,6.93069842671128,0.278313359104749,9.12558763131462,"SSF_121","2b"
12,0.0858572863001628,7.50395276175698,0.344714633907966,8.56610314113317,"SSF_121","2b"
13,0.103620859844877,7.32501262209884,0.356358242741417,8.18973790291578,"SSF_121","2b"
14,5.59535059815069,2.81214845451389,0.134104512373946,9.87165062346062,"SSF_121","2b"
1,70.8060656790475,-0.598789006875854,0.07953290084103,8.2121306275195,"SSF_202","2b"
2,70.0329537617843,-0.576345215613339,0.0808993106343634,8.23554727114632,"SSF_202","2b"
4,81.2598129511219,-0.780705662359438,0.0810330375000797,8.52109724870082,"SSF_202","2b"
5,53.7924159447693,0.114578859132234,0.00146746043937068,8.65715251341521,"SSF_202","2b"
6,26.7839384345521,1.06563093602835,0.0792498173581868,8.63928459265119,"SSF_202","2b"
7,16.3829928394194,1.5463506530697,0.128367259493709,8.02455799892716,"SSF_202","2b"
8,16.1680893480938,1.46328831164028,0.0469077593847688,8.42871146836984,"SSF_202","2b"
9,4.50122649974783,2.91003547796598,0.157968220226329,7.96212177542648,"SSF_202","2b"
10,6.706323731142,2.51467092813169,0.0479872897009471,8.55879964828433,"SSF_202","2b"
11,36.0796335041761,0.546666218330658,0.0046548925896623,8.61841339055745,"SSF_202","2b"
12,0.896822668937853,4.86769270018813,0.16729102639946,8.01682690456023,"SSF_202","2b"
13,3.57157347897238,3.26435894109518,0.0937377616114169,8.39849193852545,"SSF_202","2b"
14,22.6108726605479,1.13175616337338,0.0238646971872726,8.49901390772904,"SSF_202","2b"
1,114.539586619668,-1.77535216971507,0.104769712006038,9.37369999212348,"SSF_66","2b"
2,97.680629248437,-0.855848437102087,0.0891573661098779,9.71031244368977,"SSF_66","2b"
3,130.228389317649,-1.77207282021526,0.0866749595152363,9.5452865844453,"SSF_66","2b"
4,39.9625875103412,0.799289065229214,0.0496530012973866,9.7602268901407,"SSF_66","2b"
5,21.2662710445235,1.37798056614328,0.178202317832249,9.03378063053108,"SSF_66","2b"
6,17.9035070619024,1.55962385939861,0.153908993385755,9.0857603105888,"SSF_66","2b"
7,12.2293628460511,1.89296756816871,0.127477937290951,9.17555337337166,"SSF_66","2b"
8,7.35701052642341,2.43416636722924,0.142315477572803,8.99319862824396,"SSF_66","2b"
9,8.9869368270727,2.20635914757137,0.127297627380736,9.07006060515105,"SSF_66","2b"
10,11.5747117470475,1.96084342405252,0.113283307519856,9.21731298007608,"SSF_66","2b"
11,3.36991916977745,3.34431848056389,0.140875147786847,9.13229685106771,"SSF_66","2b"
12,2.87170036266711,3.51325858862184,0.15332699241875,9.16952790997072,"SSF_66","2b"
13,13.9795219871479,1.76512368669897,0.113335036658292,9.10788070066553,"SSF_66","2b"
